hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,reservation_status_date,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,CPI_AVG,INFLATION,CSMR_SENT,GDP,FUEL_PRCS
Resort Hotel,1,62,2017,January,1,1,2,2,2,0,0,BB,AUT,11-11-2016,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.00,0,Transient,51.5,0,1,Canceled,242,2.10,94,18968,157
Resort Hotel,1,62,2017,January,1,1,2,2,2,0,0,BB,AUT,12-04-2016,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.00,0,Transient,51.5,0,1,Canceled,243,2.20,98,18968,158.8
Resort Hotel,1,71,2017,January,1,1,2,2,1,0,0,BB,PRT,29-10-2016,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.00,0,Transient,32.22,0,1,Canceled,242,2.10,87,18968,159.7
Resort Hotel,1,88,2017,January,1,1,2,3,2,0,0,BB,ITA,20-11-2016,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.00,0,Transient,44.64,0,1,Canceled,242,2.10,94,18968,157
Resort Hotel,1,172,2017,January,1,1,2,5,2,0,0,BB,BEL,13-07-2016,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.00,0,Transient,42.69,0,0,Canceled,240,2.20,90,18775,157.6
Resort Hotel,1,76,2017,February,5,1,0,1,2,0,0,BB,DEU,21-11-2016,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.00,0,Transient,42,0,1,Canceled,242,2.10,94,18968,157
Resort Hotel,1,11,2017,February,5,1,0,2,2,0,0,BB,ESP,21-01-2017,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.00,0,Transient,48,0,0,Canceled,244,2.30,99,19148,161.1
Resort Hotel,1,0,2017,February,5,1,2,6,2,0,0,BB,IRL,02-01-2017,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.00,0,Transient,59,0,0,Canceled,244,2.20,96,19148,163.5
Resort Hotel,1,123,2017,February,5,1,4,10,2,0,0,BB,CN,24-12-2016,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.00,0,Transient,37.8,0,0,Canceled,243,2.20,98,18968,158.8
Resort Hotel,1,85,2017,February,5,1,0,4,2,0,0,HB,FRA,13-11-2016,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.00,0,Transient,72,0,1,Canceled,242,2.10,94,18968,157
Resort Hotel,1,0,2017,February,5,2,0,2,2,0,0,BB,PRT,02-02-2017,Direct,Direct,0,0,0,A,D,0,No Deposit,250.00,0,Transient,55,0,0,No-Show,244,2.20,96,19148,163.5
Resort Hotel,1,194,2017,March,9,1,2,5,2,2,0,BB,DNK,10-02-2016,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.00,0,Transient,87,0,1,Canceled,242,2.10,87,18968,159.7
Resort Hotel,1,181,2017,March,9,1,6,19,2,0,0,HB,PRT,12-07-2016,Groups,TA/TO,0,0,0,A,A,0,No Deposit,440.00,0,Transient-Party,58.6,0,0,Canceled,243,2.20,98,18968,158.8
Resort Hotel,1,181,2017,March,9,1,6,19,2,0,0,HB,PRT,12-07-2016,Groups,TA/TO,0,0,0,A,A,0,No Deposit,440.00,0,Transient-Party,58.6,0,0,Canceled,243,2.20,98,18968,158.8
Resort Hotel,1,181,2017,March,9,1,6,19,2,0,0,HB,PRT,12-07-2016,Groups,TA/TO,0,0,0,A,A,0,No Deposit,440.00,0,Transient-Party,58.6,0,0,Canceled,243,2.20,98,18968,158.8
Resort Hotel,1,181,2017,March,9,1,6,19,2,0,0,HB,PRT,12-07-2016,Groups,TA/TO,0,0,0,A,A,0,No Deposit,440.00,0,Transient-Party,58.6,0,0,Canceled,243,2.20,98,18968,158.8
Resort Hotel,1,181,2017,March,9,1,6,19,2,0,0,HB,PRT,12-07-2016,Groups,TA/TO,0,0,0,A,A,0,No Deposit,440.00,0,Transient-Party,58.6,0,0,Canceled,243,2.20,98,18968,158.8
Resort Hotel,1,181,2017,March,9,1,6,19,2,0,0,HB,PRT,12-07-2016,Groups,TA/TO,0,0,0,A,A,0,No Deposit,440.00,0,Transient-Party,58.6,0,0,Canceled,243,2.20,98,18968,158.8
Resort Hotel,1,26,2017,March,9,1,6,19,2,0,0,HB,PRT,02-10-2017,Groups,TA/TO,0,0,0,A,A,0,No Deposit,440.00,0,Transient-Party,62,0,0,Canceled,244,2.20,96,19148,163.5
Resort Hotel,1,50,2017,March,9,1,6,19,2,0,0,HB,PRT,02-10-2017,Groups,TA/TO,0,0,0,A,A,0,No Deposit,440.00,0,Transient-Party,55.8,0,0,Canceled,244,2.20,96,19148,163.5
Resort Hotel,1,240,2017,March,9,1,4,10,1,0,0,BB,ESP,22-07-2016,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314.00,0,Transient,26.64,0,0,Canceled,240,2.20,90,18775,157.6
Resort Hotel,1,63,2017,April,13,1,0,1,2,0,0,BB,PRT,03-10-2017,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.00,0,Transient,48,0,1,Canceled,244,2.00,97,19148,161.3
Resort Hotel,1,94,2017,April,13,1,2,3,3,1,0,HB,BEL,02-10-2017,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.00,0,Transient,176.4,0,0,Canceled,244,2.20,96,19148,163.5
Resort Hotel,1,35,2017,April,13,1,2,4,2,0,0,BB,BEL,27-02-2017,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.00,0,Transient,70,0,1,Canceled,244,2.20,96,19148,163.5
Resort Hotel,1,48,2017,April,13,1,2,5,2,0,0,BB,GBR,13-03-2017,Direct,Direct,0,0,0,D,D,0,No Deposit,250.00,0,Transient,70,0,0,Canceled,244,2.00,97,19148,161.3
Resort Hotel,1,69,2017,April,13,1,2,5,2,2,0,BB,DEU,22-01-2017,Online TA,TA/TO,8,0,0,G,G,0,No Deposit,240.00,0,Transient,129.57,0,0,Canceled,244,2.30,99,19148,161.1
Resort Hotel,1,177,2017,April,13,1,2,5,2,0,0,BB,IRL,10-06-2016,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.00,0,Transient,71.57,0,0,Canceled,242,2.10,87,18968,159.7
Resort Hotel,1,174,2017,April,13,1,2,5,2,0,0,BB,GBR,10-11-2016,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.00,0,Transient,56.57,0,2,Canceled,242,2.10,87,18968,159.7
Resort Hotel,1,72,2017,May,18,1,1,2,2,2,0,BB,ESP,19-02-2017,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240.00,0,Transient,123,0,0,Canceled,244,2.20,96,19148,163.5
Resort Hotel,1,237,2017,May,18,1,1,2,2,0,0,BB,GBR,10-12-2016,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.00,0,Transient,54,0,0,Canceled,242,2.10,87,18968,159.7
Resort Hotel,1,18,2017,May,18,1,1,3,2,2,0,BB,GBR,13-04-2017,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240.00,0,Transient,133.5,0,0,Canceled,244,1.90,97,19305,162.9
Resort Hotel,1,65,2017,May,18,1,1,3,2,2,0,BB,IRL,25-02-2017,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240.00,0,Transient,123,0,2,Canceled,244,2.20,96,19148,163.5
Resort Hotel,1,65,2017,May,18,1,1,3,2,1,0,BB,IRL,04-10-2017,Direct,Direct,0,0,0,G,G,0,No Deposit,250.00,0,Transient,150,0,0,Canceled,244,1.90,97,19305,162.9
Resort Hotel,1,208,2017,May,18,1,1,4,2,0,0,BB,GBR,10-06-2016,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.00,0,Transient,81,0,0,Canceled,242,2.10,87,18968,159.7
Resort Hotel,1,155,2017,May,18,1,1,4,2,0,0,HB,GBR,14-01-2017,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.00,0,Transient,115,0,1,Canceled,244,2.30,99,19148,161.1
Resort Hotel,1,13,2017,May,18,1,1,4,2,0,0,BB,ROU,21-04-2017,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.00,0,Transient,105,0,2,Canceled,244,1.90,97,19305,162.9
Resort Hotel,1,152,2017,May,18,1,1,4,2,0,0,BB,FRA,04-11-2017,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.00,0,Transient,85,0,0,Canceled,244,1.90,97,19305,162.9
Resort Hotel,1,1,2017,June,22,1,0,1,2,0,0,BB,PRT,31-05-2017,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.00,0,Transient,90,0,0,Canceled,244,1.70,97,19305,173.6
Resort Hotel,1,1,2017,June,22,1,0,1,2,0,0,BB,PRT,31-05-2017,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.00,0,Transient,90,0,0,Canceled,244,1.70,97,19305,173.6
Resort Hotel,1,18,2017,June,22,1,0,2,2,0,0,BB,ISR,31-05-2017,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.00,0,Transient,90,0,2,Canceled,244,1.70,97,19305,173.6
Resort Hotel,1,43,2017,June,22,1,0,2,2,0,0,HB,POL,21-04-2017,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.00,0,Transient,152,0,1,Canceled,244,1.90,97,19305,162.9
Resort Hotel,1,13,2017,June,22,1,0,3,2,0,0,BB,GBR,20-05-2017,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.00,0,Transient,100,0,1,Canceled,244,1.70,97,19305,173.6
Resort Hotel,1,19,2017,June,22,1,0,3,2,0,0,BB,GBR,14-05-2017,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.00,0,Transient,100,0,1,Canceled,244,1.70,97,19305,173.6
Resort Hotel,1,255,2017,June,22,1,0,3,2,0,0,BB,IRL,28-03-2017,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.00,0,Transient,80.1,0,2,Canceled,244,2.00,97,19148,161.3
Resort Hotel,1,309,2017,June,22,1,0,3,2,0,0,BB,ITA,22-04-2017,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.00,0,Transient,88.2,0,1,Canceled,244,1.90,97,19305,162.9
Resort Hotel,1,130,2017,July,26,1,2,1,2,2,0,BB,PRT,03-10-2017,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,181.00,0,Transient-Party,138.4,0,1,Canceled,244,2.00,97,19148,161.3
Resort Hotel,1,130,2017,July,26,1,2,1,2,0,0,BB,PRT,03-10-2017,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,181.00,0,Transient-Party,120,0,1,Canceled,244,2.00,97,19148,161.3
Resort Hotel,1,303,2017,July,26,1,2,1,2,0,0,BB,SWE,09-03-2016,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.00,0,Transient,93.38,0,2,Canceled,241,2.20,91,18775,163.1
Resort Hotel,1,59,2017,July,26,1,2,1,2,2,0,BB,USA,05-06-2017,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.00,0,Transient,250,0,0,Canceled,244,1.70,97,19305,173.6
Resort Hotel,1,303,2017,July,26,1,2,1,2,0,0,BB,SWE,09-03-2016,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.00,0,Transient,93.38,0,2,Canceled,241,2.20,91,18775,163.1
Resort Hotel,1,130,2017,July,26,1,2,1,2,0,0,BB,PRT,03-10-2017,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,181.00,0,Transient-Party,120,0,1,Canceled,244,2.00,97,19148,161.3
Resort Hotel,1,130,2017,July,26,1,2,1,2,0,0,BB,PRT,03-10-2017,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,181.00,0,Transient-Party,120,0,1,Canceled,244,2.00,97,19148,161.3
Resort Hotel,1,110,2017,July,26,1,2,2,2,0,0,BB,CN,19-03-2017,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.00,0,Transient,165,0,1,Canceled,244,2.00,97,19148,161.3
Resort Hotel,1,122,2017,August,31,1,0,1,2,0,0,BB,BRA,04-03-2017,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.00,0,Transient,209,0,0,Canceled,244,1.90,97,19305,162.9
Resort Hotel,1,78,2017,August,31,1,0,3,2,0,0,BB,MAR,16-05-2017,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.00,0,Transient,230,0,1,Canceled,244,1.70,97,19305,173.6
Resort Hotel,1,67,2017,August,31,1,0,4,1,0,0,BB,PRT,28-05-2017,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314.00,0,Transient,188.6,0,1,Canceled,244,1.70,97,19305,173.6
Resort Hotel,1,69,2017,August,31,1,0,4,2,0,0,BB,PRT,07-11-2017,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.00,0,Transient,230,0,1,Canceled,244,1.70,93,19562,179.6
Resort Hotel,1,198,2017,August,31,1,0,4,2,0,0,BB,DEU,15-01-2017,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.00,0,Transient,157.31,0,0,Canceled,244,2.30,99,19148,161.1
Resort Hotel,1,98,2017,August,31,1,0,4,2,0,0,BB,AND,26-04-2017,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.00,0,Transient,230,0,1,Canceled,244,1.90,97,19305,162.9
City Hotel,0,6,2015,July,27,1,0,2,1,0,0,HB,PRT,07-03-2015,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.00,0,Transient,0,0,0,Check-Out,238,1.80,93,18307,194
City Hotel,1,88,2015,July,27,1,0,4,2,0,0,BB,PRT,07-01-2015,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.00,0,Transient,76.5,0,1,Canceled,238,1.80,93,18307,194
City Hotel,1,65,2015,July,27,1,0,4,1,0,0,BB,PRT,30-04-2015,Online TA,TA/TO,7,0,0,A,A,0,No Deposit,9.00,0,Transient,68,0,1,Canceled,236,1.80,96,18194,183.8
City Hotel,1,92,2015,July,27,1,2,4,2,0,0,BB,PRT,23-06-2015,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.00,0,Transient,76.5,0,2,Canceled,238,1.80,96,18194,198.7
City Hotel,1,100,2015,July,27,2,0,2,2,0,0,BB,PRT,04-02-2015,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.00,0,Transient,76.5,0,1,Canceled,236,1.80,96,18194,183.8
City Hotel,1,79,2015,July,27,2,0,3,2,0,0,BB,PRT,25-06-2015,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.00,0,Transient,76.5,0,1,Canceled,238,1.80,96,18194,198.7
City Hotel,0,3,2015,July,27,2,0,3,1,0,0,HB,PRT,07-05-2015,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.00,0,Transient-Party,58.67,0,0,Check-Out,238,1.80,93,18307,194
City Hotel,0,0,2015,August,31,1,0,1,2,0,0,BB,PRT,08-02-2015,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,0,Transient,75,0,0,Check-Out,238,1.80,92,18307,189.2
City Hotel,0,117,2015,August,31,1,2,1,2,0,0,HB,ITA,08-04-2015,Offline TA/TO,TA/TO,0,0,0,B,B,1,No Deposit,17.00,0,Transient-Party,89.75,0,0,Check-Out,238,1.80,92,18307,189.2
City Hotel,0,117,2015,August,31,1,2,1,1,0,0,HB,ITA,08-04-2015,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,17.00,0,Transient-Party,72.5,0,0,Check-Out,238,1.80,92,18307,189.2
City Hotel,1,117,2015,August,31,1,2,1,2,0,0,HB,ITA,28-07-2015,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.00,0,Transient-Party,94.5,0,0,Canceled,238,1.80,93,18307,194
City Hotel,1,117,2015,August,31,1,2,1,2,0,0,HB,ITA,28-07-2015,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.00,0,Transient-Party,94.5,0,0,Canceled,238,1.80,93,18307,194
City Hotel,1,130,2015,August,31,1,2,1,2,0,0,BB,PRT,07-07-2015,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.00,0,Transient-Party,76.5,0,1,Canceled,238,1.80,93,18307,194
City Hotel,0,1,2015,September,36,1,0,1,1,0,0,BB,DEU,09-02-2015,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.00,0,Contract,95,0,1,Check-Out,237,1.90,87,18307,169.4
City Hotel,0,8,2015,September,36,1,0,2,1,0,0,BB,PRT,09-03-2015,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,7.00,0,Transient,73.15,0,0,Check-Out,237,1.90,87,18307,169.4
City Hotel,0,0,2015,September,36,1,0,1,2,0,0,BB,PRT,09-02-2015,Complementary,Direct,0,0,0,A,E,0,No Deposit,NULL,0,Transient,0,0,0,Check-Out,237,1.90,87,18307,169.4
City Hotel,0,1,2015,September,36,1,0,1,1,0,0,BB,PRT,09-02-2015,Complementary,Direct,0,0,0,A,F,0,No Deposit,NULL,0,Transient,0,0,1,Check-Out,237,1.90,87,18307,169.4
City Hotel,0,1,2015,September,36,1,0,1,1,0,0,BB,PRT,09-02-2015,Complementary,Direct,0,0,0,A,A,0,No Deposit,NULL,0,Transient,0,0,1,Check-Out,237,1.90,87,18307,169.4
City Hotel,0,1,2015,September,36,1,0,1,2,0,0,BB,PRT,09-02-2015,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.00,0,Contract,105,0,0,Check-Out,237,1.90,87,18307,169.4
City Hotel,0,1,2015,September,36,1,0,1,2,0,0,BB,PRT,09-02-2015,Direct,Direct,0,0,0,A,B,0,No Deposit,14.00,0,Transient,105,0,1,Check-Out,237,1.90,87,18307,169.4
City Hotel,0,41,2015,October,40,1,0,2,2,0,0,BB,BRA,10-03-2015,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.00,0,Contract,103.05,0,0,Check-Out,238,1.90,90,18332,173.5
City Hotel,0,22,2015,October,40,1,0,2,2,0,0,BB,DEU,10-03-2015,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.00,0,Transient,88.17,0,1,Check-Out,238,1.90,90,18332,173.5
City Hotel,0,33,2015,October,40,1,0,2,2,0,0,BB,CHE,10-03-2015,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.00,0,Group,79.35,0,1,Check-Out,238,1.90,90,18332,173.5
City Hotel,0,33,2015,October,40,1,0,2,2,0,0,BB,ITA,10-03-2015,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.00,0,Group,79.35,0,1,Check-Out,238,1.90,90,18332,173.5
City Hotel,1,33,2015,October,40,1,0,2,2,0,0,BB,PRT,30-09-2015,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,0,Transient,79.35,0,1,Canceled,237,1.90,87,18307,169.4
City Hotel,0,22,2015,October,40,1,0,3,2,0,0,BB,ITA,10-04-2015,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.00,0,Contract,127,0,1,Check-Out,238,1.90,90,18332,173.5
City Hotel,0,48,2015,October,40,1,0,3,2,0,0,BB,SWE,10-04-2015,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.00,0,Contract,105.9,0,1,Check-Out,238,1.90,90,18332,173.5
City Hotel,0,67,2015,November,45,1,2,1,2,0,0,BB,GBR,11-04-2015,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.00,0,Group,32.71,0,0,Check-Out,238,2.00,91,18332,167.4
City Hotel,0,67,2015,November,45,1,2,1,2,0,0,BB,GBR,11-04-2015,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.00,0,Group,32.71,0,0,Check-Out,238,2.00,91,18332,167.4
City Hotel,0,76,2015,November,45,1,2,2,2,0,0,BB,GBR,11-05-2015,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.00,0,Contract,72.25,0,1,Check-Out,238,2.00,91,18332,167.4
City Hotel,0,62,2015,November,45,1,2,2,2,0,0,BB,GBR,11-05-2015,Offline TA/TO,TA/TO,7,0,0,D,D,0,No Deposit,6.00,0,Transient,63.3,0,0,Check-Out,238,2.00,91,18332,167.4
City Hotel,1,80,2015,November,45,2,1,1,2,0,0,HB,PRT,13-10-2015,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,60,Transient,111,0,0,Canceled,238,1.90,90,18332,173.5
City Hotel,1,80,2015,November,45,2,1,1,2,0,0,HB,PRT,13-10-2015,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,60,Transient,111,0,0,Canceled,238,1.90,90,18332,173.5
City Hotel,1,208,2015,December,49,1,0,3,2,0,0,BB,PRT,05-12-2015,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.00,0,Transient,72.25,0,1,Canceled,237,1.70,91,18194,202.6
City Hotel,1,92,2015,December,49,1,4,15,1,0,0,BB,PRT,19-11-2015,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.00,0,Contract,63.75,0,1,Canceled,238,2.00,91,18332,167.4
City Hotel,0,0,2015,December,49,2,0,4,2,0,0,SC,MEX,12-06-2015,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,10.00,0,Transient,67.95,0,0,Check-Out,238,2.10,93,18332,130.8
City Hotel,1,139,2015,December,49,3,0,1,2,0,0,BB,PRT,12-03-2015,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.00,0,Transient,72.25,0,1,No-Show,238,2.10,93,18332,130.8
City Hotel,0,94,2015,December,49,3,0,2,2,0,0,BB,LUX,12-05-2015,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.00,0,Contract,72.25,0,1,Check-Out,238,2.10,93,18332,130.8
City Hotel,0,94,2015,December,49,3,0,2,2,0,0,BB,PRT,12-05-2015,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.00,0,Contract,72.25,0,1,Check-Out,238,2.10,93,18332,130.8
City Hotel,1,119,2016,January,1,1,0,1,2,0,0,BB,PRT,31-12-2015,Direct,Direct,0,0,0,A,A,1,No Deposit,14.00,0,Transient,74.25,0,0,Canceled,238,2.10,93,18332,130.8
City Hotel,0,0,2016,January,1,1,0,1,2,0,0,BB,TUN,01-02-2016,Online TA,Direct,0,0,0,A,A,0,No Deposit,9.00,0,Transient,105,0,0,Check-Out,238,2.20,92,18425,119.2
City Hotel,0,0,2016,January,1,1,0,1,2,0,0,SC,ITA,01-02-2016,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.00,0,Transient,86,0,0,Check-Out,238,2.20,92,18425,119.2
City Hotel,0,19,2016,January,1,1,0,2,1,0,0,BB,ESP,01-03-2016,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.00,0,Transient,107,0,1,Check-Out,238,2.20,92,18425,119.2
City Hotel,0,30,2016,January,1,1,0,2,2,0,0,SC,USA,01-03-2016,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.00,0,Transient,92,0,1,Check-Out,238,2.20,92,18425,119.2
City Hotel,0,17,2016,January,1,1,1,2,2,0,0,BB,ESP,01-04-2016,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.00,0,Transient,96.08,0,1,Check-Out,238,2.20,92,18425,119.2
City Hotel,0,19,2016,January,1,1,1,2,2,0,0,BB,PRT,01-04-2016,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.00,0,Transient,81.82,0,1,Check-Out,238,2.20,92,18425,119.2
City Hotel,0,19,2016,January,1,1,1,2,2,2,0,BB,PRT,01-04-2016,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.00,0,Transient,194.67,1,0,Check-Out,238,2.20,92,18425,119.2
City Hotel,0,27,2016,February,6,1,1,0,2,0,0,BB,FRA,02-02-2016,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.00,0,Transient,98,1,1,Check-Out,237,2.30,92,18425,113.4
City Hotel,0,55,2016,February,6,1,1,3,2,0,0,BB,POL,02-05-2016,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.00,0,Transient,75.95,0,0,Check-Out,237,2.30,92,18425,113.4
City Hotel,1,19,2016,February,6,1,1,5,2,2,0,BB,CHN,02-01-2016,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.00,0,Transient-Party,79.88,0,0,No-Show,237,2.30,92,18425,113.4
City Hotel,1,18,2016,February,6,1,1,5,2,2,0,BB,CHN,02-01-2016,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.00,0,Transient-Party,77.88,0,0,No-Show,237,2.30,92,18425,113.4
City Hotel,1,11,2016,February,6,1,2,5,2,0,0,SC,USA,28-01-2016,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.00,0,Transient,79,0,0,Canceled,238,2.20,92,18425,119.2
City Hotel,1,28,2016,February,6,1,5,10,2,2,0,BB,AGO,21-01-2016,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.00,0,Transient,152.53,0,0,Canceled,238,2.20,92,18425,119.2
City Hotel,1,88,2016,March,10,1,0,1,2,0,0,SC,PRT,12-04-2015,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,NULL,0,Transient,70,0,0,Canceled,238,2.10,93,18332,130.8
City Hotel,1,31,2016,March,10,1,0,1,2,0,0,BB,ITA,03-01-2016,Online TA,TA/TO,6,0,0,D,D,0,No Deposit,9.00,0,Transient,106.4,0,1,Canceled,238,2.20,91,18425,119.4
City Hotel,1,0,2016,March,10,1,0,1,1,0,0,BB,PRT,03-01-2016,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,134.00,0,Transient-Party,60,0,0,Canceled,238,2.20,91,18425,119.4
City Hotel,1,43,2016,March,10,1,0,1,2,2,0,BB,ITA,26-02-2016,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.00,0,Transient,153.9,0,0,Canceled,237,2.30,92,18425,113.4
City Hotel,1,37,2016,March,10,1,0,2,2,0,0,BB,ITA,02-10-2016,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.00,0,Transient,81.9,0,1,Canceled,237,2.30,92,18425,113.4
City Hotel,0,55,2016,March,10,1,0,2,2,0,0,BB,PRT,03-03-2016,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.00,0,Transient,84.8,0,1,Check-Out,238,2.20,91,18425,119.4
City Hotel,1,8,2016,March,10,1,0,3,1,0,0,BB,PRT,26-02-2016,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,159.00,0,Transient-Party,55,0,0,Canceled,237,2.30,92,18425,113.4
City Hotel,1,5,2016,March,10,1,0,3,1,0,0,BB,PRT,03-01-2016,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.00,0,Transient-Party,51,0,0,Canceled,238,2.20,91,18425,119.4
City Hotel,0,85,2016,April,14,1,0,2,1,0,0,BB,SWE,04-03-2016,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.00,0,Transient-Party,81.9,0,0,Check-Out,239,2.10,89,18612,123.6
City Hotel,1,46,2016,April,14,1,0,2,2,0,0,BB,FRA,25-02-2016,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.00,0,Transient,104.4,0,0,Canceled,237,2.30,92,18425,113.4
City Hotel,1,93,2016,April,14,1,0,2,2,0,0,BB,ESP,30-03-2016,Direct,Direct,0,0,0,A,A,0,No Deposit,14.00,0,Transient,76.5,0,0,Canceled,238,2.20,91,18425,119.4
City Hotel,1,4,2016,April,14,1,0,2,2,0,0,BB,ESP,28-03-2016,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.00,0,Transient,111,0,0,Canceled,238,2.20,91,18425,119.4
